Repo Name,Function Name,original_code,Description,Mutant Index,Mutant Code,Test Case,Test Result,Passed Count,Failed Count,Failed Tests,Failure Reasons
executing,only,"def only(it):
    if isinstance(it, Sized):
        if len(it) != 1:
            raise NotOneValueFound('Expected one value, found %s' % len(it))
        return list(it)[0]
    lst = tuple(islice(it, 2))
    if len(lst) == 0:
        raise NotOneValueFound('Expected one value, found 0')
    if len(lst) > 1:
        raise NotOneValueFound('Expected one value, found several', lst)
    return lst[0]","The function 'only' is designed to extract a single value from an iterable object. It checks if the iterable contains only one value and returns that value. If the iterable contains more than one value or no values at all, it raises an exception indicating the issue.",1,"def only(it):
    if len(it) == 1:
        return next(iter(it))
    else:
        raise ValueError(""Iterable must contain exactly one value"")","['./repos/executing\\tests', './repos/executing\\tests\\generate_small_sample.py::test_file', './repos/executing\\tests\\test_ipython.py::test_one_lookup', './repos/executing\\tests\\test_ipython.py::test_two_statement_lookups', './repos/executing\\tests\\test_main.py::test_small_samples', './repos/executing\\tests\\test_main.py::test_global_tester_calls', './repos/executing\\tests\\test_pytest.py::test_pytest', './repos/executing\\tests\\test_pytest.py::test_ipython_cell_code', './repos/executing\\tests\\test_pytest.py::test_attr_names_match', './repos/executing\\tests\\test_pytest.py::test_source_file_text_change', './repos/executing\\tests\\test_pytest.py::test_manual_linecache', './repos/executing\\tests\\test_pytest.py::test_exception_catching', './repos/executing\\tests\\test_pytest.py::test_bad_linecache', './repos/executing\\tests\\test_pytest.py::test_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite_with_consts', './repos/executing\\tests\\test_pytest.py::test_asttext', './repos/executing\\tests\\small_samples\\3a50eb1aed494e7b3b7e6fc814943b6b24acafdbc5b40644b79ec50bdb29b023.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\c069969a742f2faa3f432cb50c36f58a8158cdae7c19ce0536464b3f3e4b1dd9.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\d88dbf79f1c03ac9d231408b03584e8396ab41a959edecfde86b82df8ee7c918.py::test_getsource_on_class_without_firstlineno']","192 Passed, 0 Failed",192,0,[],[]
executing,only,"def only(it):
    if isinstance(it, Sized):
        if len(it) != 1:
            raise NotOneValueFound('Expected one value, found %s' % len(it))
        return list(it)[0]
    lst = tuple(islice(it, 2))
    if len(lst) == 0:
        raise NotOneValueFound('Expected one value, found 0')
    if len(lst) > 1:
        raise NotOneValueFound('Expected one value, found several', lst)
    return lst[0]","The function 'only' is designed to extract a single value from an iterable object. It checks if the iterable contains only one value and returns that value. If the iterable contains more than one value or no values at all, it raises an exception indicating the issue.",2,"def only(it):
    result = None
    count = 0
    
    for val in it:
        result = val
        count += 1
        if count > 1:
            raise ValueError(""Iterable contains more than one value"")
    
    if count == 0:
        raise ValueError(""Iterable is empty"")
    
    return result","['./repos/executing\\tests', './repos/executing\\tests\\generate_small_sample.py::test_file', './repos/executing\\tests\\test_ipython.py::test_one_lookup', './repos/executing\\tests\\test_ipython.py::test_two_statement_lookups', './repos/executing\\tests\\test_main.py::test_small_samples', './repos/executing\\tests\\test_main.py::test_global_tester_calls', './repos/executing\\tests\\test_pytest.py::test_pytest', './repos/executing\\tests\\test_pytest.py::test_ipython_cell_code', './repos/executing\\tests\\test_pytest.py::test_attr_names_match', './repos/executing\\tests\\test_pytest.py::test_source_file_text_change', './repos/executing\\tests\\test_pytest.py::test_manual_linecache', './repos/executing\\tests\\test_pytest.py::test_exception_catching', './repos/executing\\tests\\test_pytest.py::test_bad_linecache', './repos/executing\\tests\\test_pytest.py::test_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite_with_consts', './repos/executing\\tests\\test_pytest.py::test_asttext', './repos/executing\\tests\\small_samples\\3a50eb1aed494e7b3b7e6fc814943b6b24acafdbc5b40644b79ec50bdb29b023.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\c069969a742f2faa3f432cb50c36f58a8158cdae7c19ce0536464b3f3e4b1dd9.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\d88dbf79f1c03ac9d231408b03584e8396ab41a959edecfde86b82df8ee7c918.py::test_getsource_on_class_without_firstlineno']","192 Passed, 0 Failed",192,0,[],[]
executing,only,"def only(it):
    if isinstance(it, Sized):
        if len(it) != 1:
            raise NotOneValueFound('Expected one value, found %s' % len(it))
        return list(it)[0]
    lst = tuple(islice(it, 2))
    if len(lst) == 0:
        raise NotOneValueFound('Expected one value, found 0')
    if len(lst) > 1:
        raise NotOneValueFound('Expected one value, found several', lst)
    return lst[0]","The function 'only' is designed to extract a single value from an iterable object. It checks if the iterable contains only one value and returns that value. If the iterable contains more than one value or no values at all, it raises an exception indicating the issue.",3,"def only(it):
    if len(it) == 1:
        return next(iter(it))
    elif len(it) > 1:
        raise ValueError(""Iterable contains more than one value"")
    else:
        raise ValueError(""Iterable is empty"")","['./repos/executing\\tests', './repos/executing\\tests\\generate_small_sample.py::test_file', './repos/executing\\tests\\test_ipython.py::test_one_lookup', './repos/executing\\tests\\test_ipython.py::test_two_statement_lookups', './repos/executing\\tests\\test_main.py::test_small_samples', './repos/executing\\tests\\test_main.py::test_global_tester_calls', './repos/executing\\tests\\test_pytest.py::test_pytest', './repos/executing\\tests\\test_pytest.py::test_ipython_cell_code', './repos/executing\\tests\\test_pytest.py::test_attr_names_match', './repos/executing\\tests\\test_pytest.py::test_source_file_text_change', './repos/executing\\tests\\test_pytest.py::test_manual_linecache', './repos/executing\\tests\\test_pytest.py::test_exception_catching', './repos/executing\\tests\\test_pytest.py::test_bad_linecache', './repos/executing\\tests\\test_pytest.py::test_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite_with_consts', './repos/executing\\tests\\test_pytest.py::test_asttext', './repos/executing\\tests\\small_samples\\3a50eb1aed494e7b3b7e6fc814943b6b24acafdbc5b40644b79ec50bdb29b023.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\c069969a742f2faa3f432cb50c36f58a8158cdae7c19ce0536464b3f3e4b1dd9.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\d88dbf79f1c03ac9d231408b03584e8396ab41a959edecfde86b82df8ee7c918.py::test_getsource_on_class_without_firstlineno']","192 Passed, 0 Failed",192,0,[],[]
executing,walk_both_instructions,"def walk_both_instructions(original_instructions, original_start, instructions, start):
    """"""
    Yields matching indices and instructions from the new and original instructions,
    leaving out changes made by the sentinel transformation.
    """"""
    original_iter = islice(enumerate(original_instructions), original_start, None)
    new_iter = non_sentinel_instructions(instructions, start)
    inverted_comparison = False
    while True:
        try:
            original_i, original_inst = next(original_iter)
            new_i, new_inst = next(new_iter)
        except StopIteration:
            return
        if inverted_comparison and original_inst.opname != new_inst.opname == 'UNARY_NOT':
            new_i, new_inst = next(new_iter)
        inverted_comparison = original_inst.opname == new_inst.opname in ('CONTAINS_OP', 'IS_OP') and original_inst.arg != new_inst.arg
        yield (original_i, original_inst, new_i, new_inst)","The goal of the function `walk_both_instructions` is to compare two sets of instructions, one original and one modified, and yield matching indices and instructions while ignoring changes made by a specific transformation. This function is designed to iterate through the instructions from both sets, skipping certain comparisons based on the type of instructions and their arguments. The function aims to identify and return matching instructions between the original and modified sets while taking into account the specified transformation.",1,"def walk_both_instructions(original_instructions, original_start, instructions, start):
    original_index = original_start
    index = start
    
    while original_index < len(original_instructions) and index < len(instructions):
        original_instruction = original_instructions[original_index]
        instruction = instructions[index]
        
        if original_instruction == instruction:
            yield original_index, instruction
            original_index += 1
            index += 1
        else:
            original_index += 1","['./repos/executing\\tests', './repos/executing\\tests\\generate_small_sample.py::test_file', './repos/executing\\tests\\test_ipython.py::test_one_lookup', './repos/executing\\tests\\test_ipython.py::test_two_statement_lookups', './repos/executing\\tests\\test_main.py::test_small_samples', './repos/executing\\tests\\test_main.py::test_global_tester_calls', './repos/executing\\tests\\test_pytest.py::test_pytest', './repos/executing\\tests\\test_pytest.py::test_ipython_cell_code', './repos/executing\\tests\\test_pytest.py::test_attr_names_match', './repos/executing\\tests\\test_pytest.py::test_source_file_text_change', './repos/executing\\tests\\test_pytest.py::test_manual_linecache', './repos/executing\\tests\\test_pytest.py::test_exception_catching', './repos/executing\\tests\\test_pytest.py::test_bad_linecache', './repos/executing\\tests\\test_pytest.py::test_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite_with_consts', './repos/executing\\tests\\test_pytest.py::test_asttext', './repos/executing\\tests\\small_samples\\3a50eb1aed494e7b3b7e6fc814943b6b24acafdbc5b40644b79ec50bdb29b023.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\c069969a742f2faa3f432cb50c36f58a8158cdae7c19ce0536464b3f3e4b1dd9.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\d88dbf79f1c03ac9d231408b03584e8396ab41a959edecfde86b82df8ee7c918.py::test_getsource_on_class_without_firstlineno']","192 Passed, 0 Failed",192,0,[],[]
executing,walk_both_instructions,"def walk_both_instructions(original_instructions, original_start, instructions, start):
    """"""
    Yields matching indices and instructions from the new and original instructions,
    leaving out changes made by the sentinel transformation.
    """"""
    original_iter = islice(enumerate(original_instructions), original_start, None)
    new_iter = non_sentinel_instructions(instructions, start)
    inverted_comparison = False
    while True:
        try:
            original_i, original_inst = next(original_iter)
            new_i, new_inst = next(new_iter)
        except StopIteration:
            return
        if inverted_comparison and original_inst.opname != new_inst.opname == 'UNARY_NOT':
            new_i, new_inst = next(new_iter)
        inverted_comparison = original_inst.opname == new_inst.opname in ('CONTAINS_OP', 'IS_OP') and original_inst.arg != new_inst.arg
        yield (original_i, original_inst, new_i, new_inst)","The goal of the function `walk_both_instructions` is to compare two sets of instructions, one original and one modified, and yield matching indices and instructions while ignoring changes made by a specific transformation. This function is designed to iterate through the instructions from both sets, skipping certain comparisons based on the type of instructions and their arguments. The function aims to identify and return matching instructions between the original and modified sets while taking into account the specified transformation.",2,"def walk_both_instructions(original_instructions, original_start, instructions, start):
    original_index = original_start
    index = start
    
    while original_index < len(original_instructions) and index < len(instructions):
        original_instruction = original_instructions[original_index]
        instruction = instructions[index]
        
        if original_instruction[0] == 'skip' or instruction[0] == 'skip':
            original_index += 1
            index += 1
            continue
        
        if original_instruction == instruction:
            yield original_index, instruction
            original_index += 1
            index += 1
        else:
            index += 1","['./repos/executing\\tests', './repos/executing\\tests\\generate_small_sample.py::test_file', './repos/executing\\tests\\test_ipython.py::test_one_lookup', './repos/executing\\tests\\test_ipython.py::test_two_statement_lookups', './repos/executing\\tests\\test_main.py::test_small_samples', './repos/executing\\tests\\test_main.py::test_global_tester_calls', './repos/executing\\tests\\test_pytest.py::test_pytest', './repos/executing\\tests\\test_pytest.py::test_ipython_cell_code', './repos/executing\\tests\\test_pytest.py::test_attr_names_match', './repos/executing\\tests\\test_pytest.py::test_source_file_text_change', './repos/executing\\tests\\test_pytest.py::test_manual_linecache', './repos/executing\\tests\\test_pytest.py::test_exception_catching', './repos/executing\\tests\\test_pytest.py::test_bad_linecache', './repos/executing\\tests\\test_pytest.py::test_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite_with_consts', './repos/executing\\tests\\test_pytest.py::test_asttext', './repos/executing\\tests\\small_samples\\3a50eb1aed494e7b3b7e6fc814943b6b24acafdbc5b40644b79ec50bdb29b023.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\c069969a742f2faa3f432cb50c36f58a8158cdae7c19ce0536464b3f3e4b1dd9.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\d88dbf79f1c03ac9d231408b03584e8396ab41a959edecfde86b82df8ee7c918.py::test_getsource_on_class_without_firstlineno']","192 Passed, 0 Failed",192,0,[],[]
executing,walk_both_instructions,"def walk_both_instructions(original_instructions, original_start, instructions, start):
    """"""
    Yields matching indices and instructions from the new and original instructions,
    leaving out changes made by the sentinel transformation.
    """"""
    original_iter = islice(enumerate(original_instructions), original_start, None)
    new_iter = non_sentinel_instructions(instructions, start)
    inverted_comparison = False
    while True:
        try:
            original_i, original_inst = next(original_iter)
            new_i, new_inst = next(new_iter)
        except StopIteration:
            return
        if inverted_comparison and original_inst.opname != new_inst.opname == 'UNARY_NOT':
            new_i, new_inst = next(new_iter)
        inverted_comparison = original_inst.opname == new_inst.opname in ('CONTAINS_OP', 'IS_OP') and original_inst.arg != new_inst.arg
        yield (original_i, original_inst, new_i, new_inst)","The goal of the function `walk_both_instructions` is to compare two sets of instructions, one original and one modified, and yield matching indices and instructions while ignoring changes made by a specific transformation. This function is designed to iterate through the instructions from both sets, skipping certain comparisons based on the type of instructions and their arguments. The function aims to identify and return matching instructions between the original and modified sets while taking into account the specified transformation.",3,"def walk_both_instructions(original_instructions, original_start, instructions, start):
    original_index = original_start
    index = start
    
    while original_index < len(original_instructions) and index < len(instructions):
        original_instruction = original_instructions[original_index]
        instruction = instructions[index]
        
        if original_instruction[0] == instruction[0]:
            yield original_index, index, instruction
            original_index += 1
            index += 1
        else:
            if original_instruction[0] == ""transform"":
                original_index += 1
            if instruction[0] == ""transform"":
                index += 1
            if original_instruction[0] != ""transform"" and instruction[0] != ""transform"":
                original_index += 1
                index += 1","['./repos/executing\\tests', './repos/executing\\tests\\generate_small_sample.py::test_file', './repos/executing\\tests\\test_ipython.py::test_one_lookup', './repos/executing\\tests\\test_ipython.py::test_two_statement_lookups', './repos/executing\\tests\\test_main.py::test_small_samples', './repos/executing\\tests\\test_main.py::test_global_tester_calls', './repos/executing\\tests\\test_pytest.py::test_pytest', './repos/executing\\tests\\test_pytest.py::test_ipython_cell_code', './repos/executing\\tests\\test_pytest.py::test_attr_names_match', './repos/executing\\tests\\test_pytest.py::test_source_file_text_change', './repos/executing\\tests\\test_pytest.py::test_manual_linecache', './repos/executing\\tests\\test_pytest.py::test_exception_catching', './repos/executing\\tests\\test_pytest.py::test_bad_linecache', './repos/executing\\tests\\test_pytest.py::test_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite_with_consts', './repos/executing\\tests\\test_pytest.py::test_asttext', './repos/executing\\tests\\small_samples\\3a50eb1aed494e7b3b7e6fc814943b6b24acafdbc5b40644b79ec50bdb29b023.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\c069969a742f2faa3f432cb50c36f58a8158cdae7c19ce0536464b3f3e4b1dd9.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\d88dbf79f1c03ac9d231408b03584e8396ab41a959edecfde86b82df8ee7c918.py::test_getsource_on_class_without_firstlineno']","192 Passed, 0 Failed",192,0,[],[]
executing,attr_names_match,"def attr_names_match(attr, argval):
    """"""
    Checks that the user-visible attr (from ast) can correspond to
    the argval in the bytecode, i.e. the real attribute fetched internally,
    which may be mangled for private attributes.
    """"""
    if attr == argval:
        return True
    if not attr.startswith('__'):
        return False
    return bool(re.match('^_\\w+%s$' % attr, argval))","The function `attr_names_match` compares a user-visible attribute to an internal attribute in bytecode, accounting for possible mangling of private attributes. It checks if the attributes match directly or if the user-visible attribute is a mangled version of the internal attribute, returning True if they correspond and False if they do not.",1,"def attr_names_match(attr, argval):
    if attr == argval:
        return True
    elif attr.startswith(""_"") and not argval.startswith(""_""):
        if f""_{argval}"" == attr:
            return True
    elif not attr.startswith(""_"") and argval.startswith(""_""):
        if f""_{attr}"" == argval:
            return True
    
    return False","['./repos/executing\\tests', './repos/executing\\tests\\generate_small_sample.py::test_file', './repos/executing\\tests\\test_ipython.py::test_one_lookup', './repos/executing\\tests\\test_ipython.py::test_two_statement_lookups', './repos/executing\\tests\\test_main.py::test_small_samples', './repos/executing\\tests\\test_main.py::test_global_tester_calls', './repos/executing\\tests\\test_pytest.py::test_pytest', './repos/executing\\tests\\test_pytest.py::test_ipython_cell_code', './repos/executing\\tests\\test_pytest.py::test_attr_names_match', './repos/executing\\tests\\test_pytest.py::test_source_file_text_change', './repos/executing\\tests\\test_pytest.py::test_manual_linecache', './repos/executing\\tests\\test_pytest.py::test_exception_catching', './repos/executing\\tests\\test_pytest.py::test_bad_linecache', './repos/executing\\tests\\test_pytest.py::test_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite_with_consts', './repos/executing\\tests\\test_pytest.py::test_asttext', './repos/executing\\tests\\small_samples\\3a50eb1aed494e7b3b7e6fc814943b6b24acafdbc5b40644b79ec50bdb29b023.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\c069969a742f2faa3f432cb50c36f58a8158cdae7c19ce0536464b3f3e4b1dd9.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\d88dbf79f1c03ac9d231408b03584e8396ab41a959edecfde86b82df8ee7c918.py::test_getsource_on_class_without_firstlineno']","192 Passed, 0 Failed",192,0,[],[]
executing,attr_names_match,"def attr_names_match(attr, argval):
    """"""
    Checks that the user-visible attr (from ast) can correspond to
    the argval in the bytecode, i.e. the real attribute fetched internally,
    which may be mangled for private attributes.
    """"""
    if attr == argval:
        return True
    if not attr.startswith('__'):
        return False
    return bool(re.match('^_\\w+%s$' % attr, argval))","The function `attr_names_match` compares a user-visible attribute to an internal attribute in bytecode, accounting for possible mangling of private attributes. It checks if the attributes match directly or if the user-visible attribute is a mangled version of the internal attribute, returning True if they correspond and False if they do not.",2,"def attr_names_match(attr, argval):
    if attr == argval:
        return True
    elif attr.startswith(""_"") and argval == f""_{attr.__class__.__name__}{attr}"":
        return True
    else:
        return False","['./repos/executing\\tests', './repos/executing\\tests\\generate_small_sample.py::test_file', './repos/executing\\tests\\test_ipython.py::test_one_lookup', './repos/executing\\tests\\test_ipython.py::test_two_statement_lookups', './repos/executing\\tests\\test_main.py::test_small_samples', './repos/executing\\tests\\test_main.py::test_global_tester_calls', './repos/executing\\tests\\test_pytest.py::test_pytest', './repos/executing\\tests\\test_pytest.py::test_ipython_cell_code', './repos/executing\\tests\\test_pytest.py::test_attr_names_match', './repos/executing\\tests\\test_pytest.py::test_source_file_text_change', './repos/executing\\tests\\test_pytest.py::test_manual_linecache', './repos/executing\\tests\\test_pytest.py::test_exception_catching', './repos/executing\\tests\\test_pytest.py::test_bad_linecache', './repos/executing\\tests\\test_pytest.py::test_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite_with_consts', './repos/executing\\tests\\test_pytest.py::test_asttext', './repos/executing\\tests\\small_samples\\3a50eb1aed494e7b3b7e6fc814943b6b24acafdbc5b40644b79ec50bdb29b023.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\c069969a742f2faa3f432cb50c36f58a8158cdae7c19ce0536464b3f3e4b1dd9.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\d88dbf79f1c03ac9d231408b03584e8396ab41a959edecfde86b82df8ee7c918.py::test_getsource_on_class_without_firstlineno']","192 Passed, 0 Failed",192,0,[],[]
executing,attr_names_match,"def attr_names_match(attr, argval):
    """"""
    Checks that the user-visible attr (from ast) can correspond to
    the argval in the bytecode, i.e. the real attribute fetched internally,
    which may be mangled for private attributes.
    """"""
    if attr == argval:
        return True
    if not attr.startswith('__'):
        return False
    return bool(re.match('^_\\w+%s$' % attr, argval))","The function `attr_names_match` compares a user-visible attribute to an internal attribute in bytecode, accounting for possible mangling of private attributes. It checks if the attributes match directly or if the user-visible attribute is a mangled version of the internal attribute, returning True if they correspond and False if they do not.",3,"def attr_names_match(attr, argval):
    if attr == argval:
        return True
    elif attr.startswith('_') and not argval.startswith('_'):
        if attr[1:] == argval:
            return True
    elif not attr.startswith('_') and argval.startswith('_'):
        if '_' + attr == argval:
            return True
    return False","['./repos/executing\\tests', './repos/executing\\tests\\generate_small_sample.py::test_file', './repos/executing\\tests\\test_ipython.py::test_one_lookup', './repos/executing\\tests\\test_ipython.py::test_two_statement_lookups', './repos/executing\\tests\\test_main.py::test_small_samples', './repos/executing\\tests\\test_main.py::test_global_tester_calls', './repos/executing\\tests\\test_pytest.py::test_pytest', './repos/executing\\tests\\test_pytest.py::test_ipython_cell_code', './repos/executing\\tests\\test_pytest.py::test_attr_names_match', './repos/executing\\tests\\test_pytest.py::test_source_file_text_change', './repos/executing\\tests\\test_pytest.py::test_manual_linecache', './repos/executing\\tests\\test_pytest.py::test_exception_catching', './repos/executing\\tests\\test_pytest.py::test_bad_linecache', './repos/executing\\tests\\test_pytest.py::test_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite_with_consts', './repos/executing\\tests\\test_pytest.py::test_asttext', './repos/executing\\tests\\small_samples\\3a50eb1aed494e7b3b7e6fc814943b6b24acafdbc5b40644b79ec50bdb29b023.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\c069969a742f2faa3f432cb50c36f58a8158cdae7c19ce0536464b3f3e4b1dd9.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\d88dbf79f1c03ac9d231408b03584e8396ab41a959edecfde86b82df8ee7c918.py::test_getsource_on_class_without_firstlineno']","192 Passed, 0 Failed",192,0,[],[]
executing,for_filename,"@classmethod
def for_filename(cls, filename, module_globals=None, use_cache=True):
    if isinstance(filename, Path):
        filename = str(filename)

    def get_lines():
        return linecache.getlines(cast(str, filename), module_globals)
    entry = linecache.cache.get(filename)
    linecache.checkcache(filename)
    lines = get_lines()
    if entry is not None and (not lines):
        linecache.cache[filename] = entry
        lines = get_lines()
    return cls._for_filename_and_lines(filename, tuple(lines))","This function, named ""for_filename"", is designed to read and cache lines from a specified file. It takes the filename as input and optionally module_globals, and uses linecache to retrieve the lines from the file. The function checks if the lines are already cached and uses the cache if available, otherwise it caches the lines and returns them. This function is likely part of a class, as it utilizes a class attribute ""_for_filename_and_lines"". It serves the purpose of efficiently retrieving and caching lines from a file for further processing within the context of the class.",1,"def for_filename(cls, filename, module_globals, use_cache):
    if use_cache and filename in cls._for_filename_and_lines:
        return cls._for_filename_and_lines[filename]
    else:
        lines = linecache.getlines(filename, module_globals)
        cls._for_filename_and_lines[filename] = lines
        return lines","['./repos/executing\\tests', './repos/executing\\tests\\generate_small_sample.py::test_file', './repos/executing\\tests\\test_ipython.py::test_one_lookup', './repos/executing\\tests\\test_ipython.py::test_two_statement_lookups', './repos/executing\\tests\\test_main.py::test_small_samples', './repos/executing\\tests\\test_main.py::test_global_tester_calls', './repos/executing\\tests\\test_pytest.py::test_pytest', './repos/executing\\tests\\test_pytest.py::test_ipython_cell_code', './repos/executing\\tests\\test_pytest.py::test_attr_names_match', './repos/executing\\tests\\test_pytest.py::test_source_file_text_change', './repos/executing\\tests\\test_pytest.py::test_manual_linecache', './repos/executing\\tests\\test_pytest.py::test_exception_catching', './repos/executing\\tests\\test_pytest.py::test_bad_linecache', './repos/executing\\tests\\test_pytest.py::test_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite', './repos/executing\\tests\\test_pytest.py::test_no_pytest_rewrite_with_consts', './repos/executing\\tests\\test_pytest.py::test_asttext', './repos/executing\\tests\\small_samples\\3a50eb1aed494e7b3b7e6fc814943b6b24acafdbc5b40644b79ec50bdb29b023.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\c069969a742f2faa3f432cb50c36f58a8158cdae7c19ce0536464b3f3e4b1dd9.py::test_alias_value_01', './repos/executing\\tests\\small_samples\\d88dbf79f1c03ac9d231408b03584e8396ab41a959edecfde86b82df8ee7c918.py::test_getsource_on_class_without_firstlineno']","192 Passed, 0 Failed",192,0,[],[]
